State,agi_stub,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N05800,A05800,N09600,A09600,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902
AK,7,"50,760","7,090","41,480","1,720","26,260","136,250","44,030","6,818,417","50,760","6,898,571","46,680","5,233,916","29,370","38,417","18,820","76,060","16,650","54,767",950,"1,130","11,130","246,234","13,540","85,518","6,150","148,673","16,200","649,783",380,"4,940","19,162","7,270","129,034","5,180","135,349","18,780","80,154","3,070",861,900,"14,340","1,790","13,823","1,400","7,281","5,070","4,747","3,020","3,927",530,"2,806","30,360","643,103","8,320","8,101","9,440","10,636","28,840","120,195","29,950","144,175","27,470","303,387","23,840","109,238","50,740","5,431,454","50,720","986,785",680,"1,511","21,470","29,080","5,360","2,134","4,150","2,572","4,020","5,469",0,0,"11,060","16,159","2,540","1,069","8,310","35,232","50,390","1,047,962",0,0,0,0,70,126,"3,700","3,484","50,620","957,705","50,660","1,000,543","18,440","92,432","30,380","126,202"
AK,8,"10,410","1,100","8,990",250,"6,920","27,990","8,600","2,884,970","10,410","2,948,493","9,330","1,802,572","8,440","29,813","6,110","63,945","5,710","51,009",290,554,"2,960","219,980","5,450","138,468","1,760","87,514","3,420","186,852",160,240,"1,081","1,580","33,063","3,160","298,064","4,130","63,522",390,99,720,"21,421","1,290","14,571",220,"1,909",0,0,0,0,470,"6,032","8,190","242,862","2,380","4,940","2,180","3,518","7,900","50,804","8,120","61,011","6,980","96,394","7,190","56,620","10,400","2,507,626","10,400","591,262","3,260","10,898","3,660","7,660","2,540","5,398",700,425,0,0,0,0,10,6,450,427,"2,680","21,993","10,300","588,943",0,0,0,0,0,0,0,0,"10,400","583,602","10,400","609,422","5,210","75,608","3,840","31,618"
AK,9,"1,390",160,"1,180",30,"1,190","3,850","1,280","942,746","1,390","969,015","1,160","385,988","1,310","14,655","1,050","30,536","1,000","22,257",50,203,410,"81,738","1,020","82,143",250,"22,424",340,"21,867",30,10,65,230,"5,355",940,"288,059",830,"26,269",20,6,170,"7,757",440,"6,930",50,433,0,0,0,0,160,"5,455","1,210","59,324",280,"1,550",290,497,"1,170","12,125","1,200","14,594",900,"15,743","1,110","20,365","1,390","864,140","1,390","246,530",410,"3,447",730,"4,601",590,"3,756",70,49,0,0,0,0,0,0,40,50,490,"6,870","1,360","241,102",0,0,0,0,0,0,0,0,"1,390","241,929","1,390","249,340",640,"34,279",360,"8,747"
AK,10,700,90,580,20,650,"1,900",620,"1,714,390",700,"1,740,505",570,"377,783",690,"31,110",580,"107,664",560,"95,929",50,863,220,"46,385",610,"415,994",130,"28,688",160,"9,005",20,0,19,130,"3,223",580,"657,062",480,"26,115",0,0,70,"3,180",280,"4,791",20,189,0,0,0,0,130,"13,950",630,"81,697",130,"3,328",150,757,610,"10,044",620,"14,706",350,"7,161",580,"44,875",700,"1,620,903",700,"452,091",110,"1,523",450,"13,471",390,"10,710",30,20,0,0,0,0,0,0,20,70,280,"5,133",690,"453,628",0,0,0,0,0,0,0,0,700,"438,620",700,"443,890",250,"43,243",160,"14,833"
AZ,0,"2,761,490","1,206,510","1,046,950","475,050","1,445,350","5,819,990","2,130,020","151,832,947","2,751,330","153,963,054","2,252,500","107,962,804","769,720","1,800,300","481,180","3,772,468","434,010","2,805,707","480,110","640,652","416,470","4,804,997","430,790","7,167,657","277,970","5,151,221","557,320","12,677,347","8,240","167,060","822,639","368,050","4,731,937","158,790","7,393,748","668,810","2,130,077","69,540","17,253","12,040","259,082","73,620","409,796","42,920","184,330","197,670","185,557","46,130","85,975","7,640","131,662","852,670","21,423,990","604,060","3,057,374","233,160","384,807","752,820","1,828,459","848,970","5,628,172","677,370","6,755,595","713,230","3,003,303","2,041,950","103,905,586","2,027,610","19,408,601","48,610","297,627","862,720","1,057,438","118,260","137,251","106,520","56,156","192,020","175,043","136,900","22,460","477,270","573,503","39,780","34,230","319,930","746,482","2,582,810","23,240,725","582,750","1,409,991","517,950","1,256,676","484,590","713,185","176,830","144,409","1,768,500","18,351,209","1,936,520","19,600,765","537,590","2,268,514","2,060,920","5,649,119"
AZ,1,"49,690","28,470","17,410","2,610","33,880","80,430","16,240","-5,007,516","39,540","-4,953,974","12,230","386,304","18,490","133,989","12,960","85,706","11,550","51,927","3,150","6,807","18,150","-167,642","19,520","214,975","4,120","80,674","6,450","83,030",860,850,"5,010",90,610,"11,140","-810,858","12,340","53,542",230,54,90,"1,138","3,390","16,067",280,"1,323","1,770","2,012","1,950","6,205",70,"3,145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,"2,082",180,"2,058",160,295,0,0,0,5,20,29,30,30,70,90,0,0,"7,350","15,649","21,640","90,492","5,740","6,774","3,740","4,518","2,740","4,296","3,670","3,413",160,"1,787","8,570","19,822","4,790","8,321","18,110","69,420"
AZ,2,"380,570","289,340","40,450","47,040","174,660","452,640","120,910","2,106,124","380,570","2,182,546","275,890","1,586,227","58,370","40,605","35,960","59,201","31,240","31,071","7,080","2,678","59,790","247,958","32,570","-16,709","19,080","77,540","39,510","184,350",450,"19,330","77,908",800,"3,133","6,590","-11,977","66,150","76,422",890,186,110,745,"4,950","15,596",780,"2,287","7,200","5,974","7,810","19,974",130,63,"22,940","356,646","4,360","5,233","15,220","11,296","17,250","33,622","22,120","56,520","13,510","104,402","14,460","16,222","39,290","64,487","37,220","6,524",50,107,"2,590",175,"1,040",33,10,1,920,95,200,10,40,6,10,26,"50,470","37,181","314,190","343,778","140,620","176,181","125,610","155,124","52,920","34,752","22,310","18,620","35,970","6,355","89,670","45,462","32,420","12,899","293,560","311,523"
AZ,3,"706,020","365,730","131,010","201,670","361,180","1,406,190","593,380","12,168,454","706,020","12,354,235","567,890","9,308,961","100,110","99,484","56,550","153,802","49,500","84,980","20,410","9,479","100,820","906,648","47,470","5,439","45,380","323,660","101,130","1,064,718","1,100","65,220","341,504","43,780","74,233","12,590","39,431","131,530","185,780","5,080","1,114",390,"1,903","9,230","32,980","3,950","11,177","28,220","22,829","7,190","14,376",300,388,"67,420","1,022,711","20,390","18,925","42,350","38,847","51,950","92,200","66,370","174,778","41,690","299,158","48,250","85,329","419,410","2,619,705","412,950","276,839",170,427,"144,150","50,404","5,590",270,"8,360","2,839","44,870","23,734","41,340","6,520","50,920","16,233","1,880",496,"86,980","130,700","655,560","2,016,652","268,330","903,089","246,970","817,269","249,780","370,462","44,690","35,256","318,120","226,437","389,540","360,453","65,760","52,043","611,020","1,723,646"
AZ,4,"689,180","308,310","214,200","155,150","343,980","1,510,790","608,970","24,745,434","689,180","25,035,431","596,110","20,051,253","144,160","148,346","79,620","236,700","70,480","137,262","78,030","47,470","76,250","673,610","66,360","51,339","58,350","596,997","127,550","2,107,745","1,550","41,850","201,597","109,730","709,254","20,660","142,480","151,350","289,996","20,450","4,829",840,"6,548","12,540","52,314","10,880","36,472","62,970","58,747","7,310","12,035",580,835,"165,550","2,558,686","95,340","124,508","66,430","83,939","136,400","222,332","164,640","476,855","123,000","887,549","125,300","258,879","650,510","12,185,979","646,650","1,492,505",180,598,"298,730","259,339","16,810","1,690","30,010","16,486","60,070","52,556","78,980","13,336","187,060","169,555","8,360","4,119","55,110","113,199","669,500","2,708,789","167,860","323,941","141,490","279,761","156,740","270,933","41,010","32,124","507,580","1,233,204","535,110","1,363,221","113,260","152,886","563,280","1,490,176"
AZ,5,"359,300","122,960","189,990","41,420","191,150","831,690","282,690","22,089,334","359,300","22,348,085","303,230","16,598,797","125,750","157,601","73,460","276,468","65,590","169,323","98,140","83,660","51,660","483,978","62,100","109,562","48,250","679,619","99,880","2,382,010","1,210","19,280","93,657","81,010","1,180,154","20,250","218,533","106,030","258,752","14,160","3,551",970,"9,539","9,870","47,914","8,970","35,949","44,630","40,748","7,440","11,833",680,"1,652","165,790","3,432,198","117,340","236,346","46,620","79,746","145,430","260,958","165,350","630,181","133,320","1,094,386","136,050","350,057","357,100","14,092,736","355,850","1,984,197",610,868,"156,840","237,152","19,070","3,195","20,670","10,688","34,520","37,364","16,350","2,565","107,850","174,030","8,750","6,434","35,770","83,661","352,270","2,323,717",200,6,150,4,"19,520","28,256","24,170","19,897","335,650","1,747,045","341,210","1,852,287","98,550","203,989","251,740","652,727"
AZ,6,"224,820","47,540","160,730","14,700","122,350","572,440","186,980","19,447,888","224,820","19,661,355","191,410","14,282,045","100,200","136,987","62,010","262,041","56,160","169,300","90,380","100,031","37,160","422,916","52,940","136,664","37,480","718,874","71,830","2,157,839",930,"10,120","48,760","54,730","1,048,656","17,930","262,168","69,420","213,463","11,840","3,153","1,170","13,497","7,720","40,983","6,640","29,392","25,200","27,422","3,100","4,332",760,"2,158","138,140","3,419,387","108,530","303,818","28,710","63,147","126,170","258,744","137,890","679,279","117,120","1,115,882","119,670","374,896","224,270","13,527,434","223,740","2,011,512","1,110","2,044","104,860","178,755","17,200","3,867","17,420","9,558","25,390","27,603",0,0,"72,130","127,590","7,330","6,532","25,690","70,358","221,830","2,209,780",0,0,0,0,"2,350","3,639","16,980","13,982","221,010","1,832,757","221,970","1,923,458","69,440","188,458","148,490","451,093"
AZ,7,"272,130","35,140","225,360","10,060","157,860","739,550","242,140","36,284,557","272,130","36,731,969","237,150","26,292,178","157,260","298,618","108,620","640,212","100,210","442,180","145,390","222,832","52,660","944,559","97,070","550,183","50,230","1,511,580","90,400","3,532,084","1,330","9,190","46,699","61,750","1,329,001","37,250","992,544","99,490","447,386","15,100","3,919","3,640","62,677","13,900","89,490","9,200","48,111","27,680","27,824","11,320","17,220","2,030","10,186","216,560","5,488,055","187,190","848,331","28,610","85,661","203,490","542,188","216,360","1,584,765","187,880","2,161,086","197,680","823,842","271,740","27,366,765","271,350","4,826,169","6,160","16,059","122,290","172,879","34,100","16,721","24,270","13,376","26,220","33,662",0,0,"59,150","85,942","10,590","11,320","38,360","140,205","269,170","4,965,137",0,0,0,0,540,847,"24,000","21,116","270,460","4,653,291","270,860","4,835,850","112,860","531,582","147,140","583,422"
AZ,8,"65,010","7,260","55,390","1,970","47,130","184,110","63,730","18,363,383","65,010","18,697,904","56,550","11,826,817","51,520","253,158","40,480","561,631","38,250","422,363","31,020","79,752","15,890","771,460","40,480","956,632","12,370","718,474","17,620","955,150",550,"1,140","6,882","12,980","303,211","22,610","1,865,063","24,510","334,521","1,670",416,"3,390","97,914","8,370","74,240","1,730","14,886",0,0,0,0,"1,770","20,870","61,740","2,634,199","57,050","601,051","4,560","19,262","58,370","268,033","61,720","932,469","50,560","844,366","58,000","451,472","64,900","15,017,851","64,900","3,576,924","32,830","157,639","24,790","50,388","17,560","34,167","5,170","2,813",0,0,0,0,50,57,"2,450","3,577","14,980","94,013","64,110","3,465,947",0,0,0,0,0,0,0,0,"64,810","3,526,535","64,860","3,638,641","33,330","488,253","24,060","196,904"
AZ,9,"9,850","1,100","8,370",280,"8,600","28,680","10,470","6,643,429","9,850","6,770,181","8,130","3,310,698","9,090","130,918","7,380","291,052","7,040","222,429","3,860","22,947","2,740","264,263","7,850","788,270","1,780","192,086","1,930","119,470",150,70,399,"1,990","50,182","6,120","1,396,703","5,110","126,752",100,25,"1,000","42,670","2,290","25,137",350,"3,324",0,0,0,0,650,"17,830","9,660","836,825","9,170","249,741",470,"1,830","9,160","74,706","9,660","339,104","7,250","169,651","9,160","168,911","9,830","5,692,808","9,830","1,606,390","5,910","63,115","5,130","33,083","4,150","24,435",510,315,0,0,0,0,0,0,290,919,"3,410","31,567","9,690","1,523,471",0,0,0,0,0,0,0,0,"9,820","1,573,306","9,830","1,607,558","5,050","221,081","2,450","53,416"
AZ,10,"4,930",660,"4,060",140,"4,550","13,470","4,490","14,991,860","4,930","15,135,322","3,910","4,319,525","4,780","400,594","4,160","1,205,655","3,990","1,074,872","2,670","64,996","1,340","257,247","4,430","4,371,301",930,"251,717","1,020","90,950",130,20,222,"1,210","33,504","3,650","3,299,662","2,870","143,462",20,6,440,"22,451","1,360","15,074",150,"1,409",0,0,0,0,680,"74,535","4,880","1,675,283","4,690","669,421",170,"1,080","4,600","75,676","4,870","754,222","3,050","79,115","4,670","473,695","4,920","13,337,821","4,920","3,625,460","1,410","54,711","3,170","74,969","2,740","52,873",110,76,0,0,0,0,0,0,120,807,"1,810","29,950","4,860","3,592,963",0,0,0,0,0,0,0,0,"4,920","3,550,491","4,920","3,954,013","2,130","409,002","1,060","116,791"
AR,0,"1,219,480","486,550","498,090","212,170","749,690","2,533,820","880,350","62,666,234","1,216,890","63,436,578","1,023,730","42,706,506","330,460","672,486","176,130","3,759,899","159,860","3,553,081","189,330","214,529","195,490","1,846,717","146,490","3,050,202","101,450","1,428,711","230,090","4,389,581","42,300","90,180","465,313","160,470","1,856,927","66,230","3,049,801","289,180","770,344","31,070","7,972","3,130","59,806","31,030","157,856","18,490","83,295","74,840","71,179","13,570","30,745","6,940","86,119","295,320","7,009,659","247,000","1,766,985","44,070","71,843","245,250","420,810","293,750","2,361,966","217,120","1,543,157","235,710","1,540,729","875,990","41,591,094","869,820","7,299,848","20,040","139,917","362,400","405,716","32,300","25,576","51,220","27,058","67,490","62,846","78,610","13,404","215,000","250,756","14,340","6,227","158,750","324,381","1,153,360","9,257,943","312,090","764,025","279,420","687,646","224,520","292,965","65,000","53,730","756,590","6,894,133","843,560","7,267,637","198,500","891,645","964,450","2,670,622"
AR,1,"16,690","8,410","7,140",670,"12,490","27,550","4,700","-1,163,983","14,100","-1,146,759","4,210","106,509","6,730","23,129","3,650","17,909","3,270","14,466",570,"1,565","6,610","-65,853","5,150","49,816","1,280","14,447","2,280","23,461","3,360",310,"1,887",20,126,"3,510","-210,659","4,110","17,224",70,17,20,442,"1,180","5,122",100,522,410,466,450,"1,543",230,"2,973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,848,70,842,40,51,0,0,0,0,0,2,10,9,20,22,0,0,"2,630","5,908","7,240","24,587","1,860","2,301","1,230","1,528",820,"1,215",960,857,60,797,"3,020","7,287","1,780","3,876","6,160","18,598"
AR,2,"198,260","144,280","21,730","29,490","109,940","236,070","69,070","1,089,958","198,260","1,122,501","154,830","846,454","25,110","18,093","12,050","15,485","10,620","9,535","1,910",956,"31,570","136,741","10,340",993,"6,920","25,651","16,650","75,622","3,120","9,680","29,485",460,"1,871","2,530","-4,269","33,380","32,543",290,65,40,117,"2,490","8,172",280,721,"2,510","2,050","2,500","6,950",150,555,"5,830","84,647","1,410","2,403","3,680","3,214","3,740","4,923","5,570","13,189","2,750","16,233","3,600","6,181","19,470","31,208","18,610","3,153",20,39,850,45,290,7,0,0,360,30,90,2,20,2,10,0,"27,710","20,618","174,680","201,077","80,310","109,818","72,950","98,004","32,390","20,526","9,180","7,636","18,120","3,108","47,510","24,566","15,410","6,301","165,100","183,043"
AR,3,"333,330","157,960","69,990","98,950","202,030","652,440","258,720","5,710,947","333,330","5,787,480","274,180","4,437,142","48,630","49,555","22,250","45,395","19,800","29,472","7,820","4,282","49,580","400,416","17,460","17,440","19,150","124,125","49,310","484,557","6,160","31,290","158,812","19,510","32,577","5,400","11,034","59,770","76,533","1,680",389,110,413,"4,490","14,993","1,720","4,693","10,400","8,407","2,430","5,711",350,"1,391","21,290","310,286","8,290","10,781","11,490","11,784","14,030","15,619","20,600","44,811","10,570","59,291","14,590","44,802","198,640","1,206,628","195,700","127,247",70,193,"65,170","21,042","1,540",60,"4,220","1,436","14,450","7,378","23,240","3,699","25,330","8,188",820,177,"43,000","60,564","313,320","1,040,905","147,480","494,081","136,140","453,055","117,730","162,301","16,560","13,359","151,760","106,205","189,070","169,472","27,720","23,693","294,530","895,566"
AR,4,"302,280","115,250","115,210","63,300","182,380","659,470","242,400","10,819,312","302,280","10,933,767","265,460","8,786,153","67,740","69,704","31,870","71,459","28,460","47,489","32,490","22,466","38,840","274,176","25,200","47,108","23,270","209,713","58,270","890,248","8,870","26,240","142,350","54,750","322,135","9,030","55,151","63,910","114,454","7,310","1,758",230,"1,397","5,770","23,190","4,660","16,242","22,270","21,115","2,340","5,076",720,"3,112","57,100","838,426","41,900","79,568","14,090","20,497","41,510","44,163","56,720","158,674","37,400","203,860","40,560","145,054","289,780","5,314,272","287,980","640,164",70,253,"132,000","114,264","4,790",269,"14,130","7,618","20,260","18,415","44,410","8,010","84,960","78,286","3,650","1,206","29,690","52,422","294,780","1,234,950","82,360","157,823","69,050","135,058","66,230","99,350","14,510","11,729","226,780","525,900","241,610","586,497","42,780","58,565","254,700","701,649"
